 1.19203877e+000, 1.40450847e+000
 
Outer Velocity,Inner Velocity
 1.65339100e+000, 1.48621547e+000
 1.48543334e+000, 1.48993194e+000
 1.24139678e+000, 1.41121435e+000
 
Outer Velocity,Inner Velocity
 1.64023376e+000, 1.46848977e+000
 1.50120676e+000, 1.48163342e+000
 1.29076111e+000, 1.41801524e+000
 
Outer Velocity,Inner Velocity
 1.62708056e+000, 1.45079303e+000
 1.51704001e+000, 1.47350383e+000
 1.34008586e+000, 1.42490983e+000
 
Outer Velocity,Inner Velocity
 1.61393225e+000, 1.43312609e+000
 1.53293037e+000, 1.46554530e+000
 1.38945246e+000, 1.43189669e+000
 
Outer Velocity,Inner Velocity
 1.60078871e+000, 1.41549039e+000
 1.54887712e+000, 1.45776105e+000
 1.43882370e+000, 1.43897438e+000
 
Outer Velocity,Inner Velocity
 1.58753598e+000, 1.39619827e+000
 1.55750835e+000, 1.44790900e+000
 1.47377992e+000, 1.44651294e+000
 
Outer Velocity,Inner Velocity
 1.57405174e+000, 1.37327754e+000
 1.56082547e+000, 1.43646514e+000
 1.50610507e+000, 1.45420504e+000
 
Outer Velocity,Inner Velocity
 1.56056941e+000, 1.35036111e+000
 1.56417835e+000, 1.42503452e+000
 1.53850198e+000, 1.46198905e+000
 
Outer Velocity,Inner Velocity
 1.54708862e+000, 1.32744968e+000
 1.56756711e+000, 1.41361654e+000
 1.57096624e+000, 1.46986318e+000
 
Outer Velocity,Inner Velocity
 1.53360987e+000, 1.30454338e+000
 1.57099080e+000, 1.40221202e+000
 1.60349369e+000, 1.47782624e+000
 
Outer Velocity,Inner Velocity
 1.52013326e+000, 1.28164244e+000
 1.57444978e+000, 1.39082098e+000
 1.63605285e+000, 1.48587656e+000
 
Outer Velocity,Inner Velocity
 1.50665843e+000, 1.25874710e+000
 1.57794356e+000, 1.37944400e+000
 1.66868997e+000, 1.49401295e+000
 
Outer Velocity,Inner Velocity
 1.49318564e+000, 1.23585784e+000
 1.58147216e+000, 1.36808145e+000
 1.70138025e+000, 1.50223410e+000
 
Outer Velocity,Inner Velocity
 1.47971499e+000, 1.21297479e+000
 1.58367181e+000, 1.35782039e+000
 1.72147274e+000, 1.50566411e+000
 
Outer Velocity,Inner Velocity
 1.47122693e+000, 1.19336867e+000
 1.58062458e+000, 1.35196662e+000
 1.72687459e+000, 1.50351119e+000
 
Outer Velocity,Inner Velocity
 1.46307087e+000, 1.17399108e+000
 1.57780194e+000, 1.34630537e+000
 1.73244894e+000, 1.50150645e+000
 
Outer Velocity,Inner Velocity
 1.45494270e+000, 1.15463912e+000
 1.57520533e+000, 1.34083903e+000
 1.73819411e+000, 1.49965048e+000
 
Outer Velocity,Inner Velocity
 1.44684207e+000, 1.13531351e+000
 1.57283556e+000, 1.33556986e+000
 1.74410868e+000, 1.49794424e+000
 
Outer Velocity,Inner Velocity
 1.43877017e+000, 1.11601639e+000
 1.57069385e+000, 1.33050048e+000
 1.75019073e+000, 1.49638784e+000
 
Outer Velocity,Inner Velocity
 1.43072736e+000, 1.09674883e+000
 1.56878138e+000, 1.32563317e+000
 1.75643229e+000, 1.49498200e+000
 
Outer Velocity,Inner Velocity
 1.42271388e+000, 1.07751238e+000
 1.56709814e+000, 1.32096994e+000
 1.76284289e+000, 1.49372709e+000
 
Outer Velocity,Inner Velocity
 1.41473031e+000, 1.05830884e+000
 1.56564593e+000, 1.31651330e+000
 1.76836610e+000, 1.49247849e+000
 
Outer Velocity,Inner Velocity
 1.40994895e+000, 1.04374170e+000
 1.55917597e+000, 1.31893241e+000
 1.76170683e+000, 1.48965693e+000
 
Outer Velocity,Inner Velocity
 1.40758824e+000, 1.03275657e+000
 1.55168486e+000, 1.32299757e+000
 1.75517178e+000, 1.48694932e+000
 
Outer Velocity,Inner Velocity
 1.40525019e+000, 1.02189529e+000
 1.54428041e+000, 1.32728815e+000
 1.74876249e+000, 1.48435342e+000
 
Outer Velocity,Inner Velocity
 1.40293467e+000, 1.01116168e+000
 1.53696442e+000, 1.33180225e+000
 1.74248064e+000, 1.48187017e+000
 
Outer Velocity,Inner Velocity
 1.40064240e+000, 1.00055981e+000
 1.52973807e+000, 1.33653772e+000
 1.73632741e+000, 1.47949982e+000
 
Outer Velocity,Inner Velocity
 1.39837313e+000, 9.90094185e-001
 1.52260220e+000, 1.34149206e+000
 1.73030925e+000, 1.47724307e+000
 
Outer Velocity,Inner Velocity
 1.39612699e+000, 9.79768872e-001
 1.51555848e+000, 1.34666288e+000
 1.72441792e+000, 1.47510052e+000
 
Outer Velocity,Inner Velocity
 1.39390421e+000, 9.69588697e-001
 1.50860798e+000, 1.35204756e+000
 1.71865964e+000, 1.47307241e+000
 
Outer Velocity,Inner Velocity
 1.39172387e+000, 9.58808661e-001
 1.50143147e+000, 1.35752261e+000
 1.71215057e+000, 1.47681093e+000
 
Outer Velocity,Inner Velocity
 1.38963485e+000, 9.45278823e-001
 1.49387932e+000, 1.36297345e+000
 1.70530999e+000, 1.48305917e+000
 
Outer Velocity,Inner Velocity
 1.38754606e+000, 9.32133138e-001
 1.48632753e+000, 1.36851084e+000
 1.69850993e+000, 1.48935521e+000
 
Outer Velocity,Inner Velocity
 1.38545811e+000, 9.19388175e-001
 1.47877622e+000, 1.37413418e+000
 1.69175112e+000, 1.49569857e+000
 
Outer Velocity,Inner Velocity
 1.38337064e+000, 9.07060742e-001
 1.47122514e+000, 1.37984216e+000
 1.68503356e+000, 1.50208855e+000
 
Outer Velocity,Inner Velocity
 1.38128364e+000, 8.95168245e-001
 1.46367466e+000, 1.38563347e+000
 1.67835844e+000, 1.50852466e+000
 
Outer Velocity,Inner Velocity
 1.37919736e+000, 8.83728147e-001
 1.45612442e+000, 1.39150751e+000
 1.67173219e+000, 1.51500607e+000
 
Outer Velocity,Inner Velocity
 1.37711143e+000, 8.72758090e-001
 1.44857490e+000, 1.39746284e+000
 1.66514361e+000, 1.52153242e+000
 
Outer Velocity,Inner Velocity
 1.37502623e+000, 8.62276375e-001
 1.44160640e+000, 1.40248859e+000
 1.66109610e+000, 1.52964735e+000
 
Outer Velocity,Inner Velocity
 1.36711109e+000, 8.43624771e-001
 1.44235229e+000, 1.39417517e+000
 1.66249418e+000, 1.54111195e+000
 
Outer Velocity,Inner Velocity
 1.35795784e+000, 8.23993802e-001
 1.44309878e+000, 1.38599467e+000
 1.66389644e+000, 1.55259454e+000
 
Outer Velocity,Inner Velocity
 1.34880769e+000, 8.05323362e-001
 1.44384563e+000, 1.37794960e+000
 1.66530240e+000, 1.56409442e+000
 
Outer Velocity,Inner Velocity
 1.33966088e+000, 7.87681520e-001
 1.44459295e+000, 1.37004244e+000
 1.66671264e+000, 1.57561147e+000
 
Outer Velocity,Inner Velocity
 1.33051717e+000, 7.71139026e-001
 1.44534075e+000, 1.36227548e+000
 1.66812682e+000, 1.58714509e+000
 
Outer Velocity,Inner Velocity
 1.32137680e+000, 7.55768001e-001
 1.44608927e+000, 1.35465121e+000
 1.66954339e+000, 1.59869504e+000
 
Outer Velocity,Inner Velocity
 1.31223989e+000, 7.41641462e-001
 1.44683826e+000, 1.34717214e+000
 1.67096555e+000, 1.61026120e+000
 
Outer Velocity,Inner Velocity
 1.30310619e+000, 7.28831470e-001
 1.44758761e+000, 1.33984029e+000
 1.67239130e+000, 1.62184286e+000
 
Outer Velocity,Inner Velocity
 1.29004061e+000, 7.15358377e-001
 1.45104373e+000, 1.32369804e+000
 1.68271458e+000, 1.62701213e+000
 
Outer Velocity,Inner Velocity
 1.27224481e+000, 7.00667202e-001
 1.45574796e+000, 1.30384183e+000
 1.69367635e+000, 1.63176715e+000
 
Outer Velocity,Inner Velocity
 1.25450850e+000, 6.87243104e-001
 1.46050596e+000, 1.28428841e+000
 1.70464146e+000, 1.63657260e+000
 
Outer Velocity,Inner Velocity
 1.23683476e+000, 6.75161839e-001
 1.46531689e+000, 1.26505184e+000
 1.71560907e+000, 1.64142871e+000
 
Outer Velocity,Inner Velocity
 1.21922624e+000, 6.64496601e-001
 1.47018051e+000, 1.24614716e+000
 1.72657943e+000, 1.64633441e+000
 
Outer Velocity,Inner Velocity
 1.20168555e+000, 6.55316532e-001
 1.47509623e+000, 1.22758925e+000
 1.73754287e+000, 1.65128970e+000
 
Outer Velocity,Inner Velocity
 1.18421578e+000, 6.47684753e-001
 1.48006356e+000, 1.20939422e+000
 1.74851668e+000, 1.65629363e+000
 
Outer Velocity,Inner Velocity
 1.16682029e+000, 6.41656458e-001
 1.48508191e+000, 1.19157863e+000
 1.75949299e+000, 1.66134620e+000
 
Outer Velocity,Inner Velocity
 1.14909756e+000, 6.36906981e-001
 1.48805106e+000, 1.17628443e+000
 1.76911390e+000, 1.66476119e+000
 
Outer Velocity,Inner Velocity
 1.12676191e+000, 6.28666759e-001
 1.48650527e+000, 1.16579807e+000
 1.77764153e+000, 1.66685712e+000
 
Outer Velocity,Inner Velocity
 1.10446477e+000, 6.20533049e-001
 1.48499715e+000, 1.15542471e+000
 1.78617883e+000, 1.66900909e+000
 
Outer Velocity,Inner Velocity
 1.08220828e+000, 6.12509787e-001
 1.48352683e+000, 1.14516723e+000
 1.79472554e+000, 1.67121673e+000
 
Outer Velocity,Inner Velocity
 1.05999494e+000, 6.04601502e-001
 1.48209465e+000, 1.13502896e+000
 1.80328166e+000, 1.67348015e+000
 
Outer Velocity,Inner Velocity
 1.03782785e+000, 5.96812844e-001
 1.48070061e+000, 1.12501287e+000
 1.81184673e+000, 1.67579889e+000
 
Outer Velocity,Inner Velocity
 1.01570964e+000, 5.89148521e-001
 1.47934461e+000, 1.11512244e+000
 1.82041252e+000, 1.67817295e+000
 
Outer Velocity,Inner Velocity
 9.93643939e-001, 5.81613243e-001
 1.47802687e+000, 1.10536110e+000
 1.82899439e+000, 1.68060243e+000
 
Outer Velocity,Inner Velocity
 9.71634090e-001, 5.74212313e-001
 1.47674751e+000, 1.09573197e+000
 1.83549559e+000, 1.68577695e+000
 
Outer Velocity,Inner Velocity
 9.53780115e-001, 5.61020017e-001
 1.46580958e+000, 1.10346031e+000
 1.83180058e+000, 1.70415163e+000
 
Outer Velocity,Inner Velocity
 9.37838495e-001, 5.46492696e-001
 1.45426047e+000, 1.11280286e+000
 1.82810831e+000, 1.72255886e+000
 
Outer Velocity,Inner Velocity
 9.22128558e-001, 5.33363879e-001
 1.44274294e+000, 1.12262273e+000
 1.82441854e+000, 1.74101329e+000
 
Outer Velocity,Inner Velocity
 9.06662405e-001, 5.21739006e-001
 1.43125725e+000, 1.13290787e+000
 1.82073128e+000, 1.75951302e+000
 
Outer Velocity,Inner Velocity
 8.91452551e-001, 5.11720777e-001
 1.41980481e+000, 1.14364541e+000
 1.81704652e+000, 1.77805698e+000
 
Outer Velocity,Inner Velocity
 8.76512408e-001, 5.03404915e-001
 1.40838599e+000, 1.15482271e+000
 1.81336784e+000, 1.79664350e+000
 
Outer Velocity,Inner Velocity
 8.61855984e-001, 4.96877134e-001
 1.39700174e+000, 1.16642737e+000
 1.80968904e+000, 1.81527138e+000
 
Outer Velocity,Inner Velocity
 8.47498000e-001, 4.92208391e-001
 1.38565290e+000, 1.17844665e+000
 1.80601299e+000, 1.83393943e+000
 
Outer Velocity,Inner Velocity
 8.39124322e-001, 4.91220444e-001
 1.37602794e+000, 1.20236731e+000
 1.80038285e+000, 1.86440074e+000
 
Outer Velocity,Inner Velocity
 8.42731059e-001, 4.96225625e-001
 1.36786962e+000, 1.23638749e+000
 1.79425430e+000, 1.89842546e+000
 
Outer Velocity,Inner Velocity
 8.47095013e-001, 5.03871918e-001
 1.35989833e+000, 1.27159417e+000
 1.78815675e+000, 1.93292046e+000
 
Outer Velocity,Inner Velocity
 8.52204859e-001, 5.14041424e-001
 1.35211718e+000, 1.30789149e+000
 1.78209043e+000, 1.96786082e+000
 
Outer Velocity,Inner Velocity
 8.58047068e-001, 5.26587903e-001
 1.34452939e+000, 1.34519136e+000
 1.77605557e+000, 2.00322390e+000
 
Outer Velocity,Inner Velocity
 8.64606977e-001, 5.41346371e-001
 1.33713841e+000, 1.38341248e+000
 1.77005291e+000, 2.03898692e+000
 
Outer Velocity,Inner Velocity
 8.71868253e-001, 5.58141112e-001
 1.32994735e+000, 1.42248082e+000
 1.76408839e+000, 2.07512951e+000
 
Outer Velocity,Inner Velocity
 8.79813612e-001, 5.76794446e-001
 1.32295978e+000, 1.46232820e+000
 1.75815141e+000, 2.11163259e+000
 
Outer Velocity,Inner Velocity
 8.88782322e-001, 5.97977519e-001
 1.31676507e+000, 1.49968338e+000
 1.75298047e+000, 2.14186907e+000
 
Outer Velocity,Inner Velocity
 8.92299473e-001, 6.09458148e-001
 1.31329155e+000, 1.52327156e+000
 1.74906039e+000, 2.16281295e+000
 
Outer Velocity,Inner Velocity
 8.96019995e-001, 6.21672630e-001
 1.30988050e+000, 1.54712749e+000
 1.74538732e+000, 2.18418193e+000
 
Outer Velocity,Inner Velocity
 8.99798751e-001, 6.34136915e-001
 1.30653274e+000, 1.57123888e+000
 1.74196303e+000, 2.20596385e+000
 
Outer Velocity,Inner Velocity
 9.03635025e-001, 6.46836400e-001
 1.30324900e+000, 1.59559453e+000
 1.73878896e+000, 2.22814655e+000
 
Outer Velocity,Inner Velocity
 9.07528341e-001, 6.59757674e-001
 1.30002940e+000, 1.62018335e+000
 1.73586667e+000, 2.25071812e+000
 
Outer Velocity,Inner Velocity
 9.11477804e-001, 6.72888041e-001
 1.29687464e+000, 1.64499462e+000
 1.73319960e+000, 2.27366662e+000
 
Outer Velocity,Inner Velocity
 9.15482640e-001, 6.86215103e-001
 1.29378510e+000, 1.67001855e+000
 1.73078430e+000, 2.29698133e+000
 
Outer Velocity,Inner Velocity
 9.19542313e-001, 6.99728012e-001
 1.29076147e+000, 1.69524622e+000
 1.72841644e+000, 2.31988835e+000
 
Outer Velocity,Inner Velocity
 9.13320601e-001, 7.11475313e-001
 1.28320682e+000, 1.69502056e+000
 1.71815622e+000, 2.31304431e+000
 
Outer Velocity,Inner Velocity
 8.99899364e-001, 7.21892118e-001
 1.27455461e+000, 1.68867087e+000
 1.70824313e+000, 2.30626488e+000
 
Outer Velocity,Inner Velocity
 8.86540949e-001, 7.32313216e-001
 1.26590514e+000, 1.68233693e+000
 1.69868243e+000, 2.29954529e+000
 
Outer Velocity,Inner Velocity
 8.73248160e-001, 7.42738485e-001
 1.25725830e+000, 1.67601800e+000
 1.68948066e+000, 2.29288554e+000
 
Outer Velocity,Inner Velocity
 8.60024095e-001, 7.53167748e-001
 1.24861443e+000, 1.66971445e+000
 1.68064368e+000, 2.28628612e+000
 
Outer Velocity,Inner Velocity
 8.46872091e-001, 7.63600767e-001
 1.23997366e+000, 1.66342700e+000
 1.67218447e+000, 2.27974772e+000
 
Outer Velocity,Inner Velocity
 8.33795488e-001, 7.74037540e-001
 1.23133588e+000, 1.65715516e+000
 1.66409504e+000, 2.27327108e+000
 
Outer Velocity,Inner Velocity
 8.20797741e-001, 7.84477770e-001
 1.22270131e+000, 1.65089941e+000
 1.65638709e+000, 2.26685667e+000
 
Outer Velocity,Inner Velocity
 8.06803942e-001, 7.93525517e-001
 1.21451497e+000, 1.63974917e+000
 1.64731598e+000, 2.25077224e+000
 
Outer Velocity,Inner Velocity
 7.89125919e-001, 7.97513247e-001
 1.20691693e+000, 1.62207842e+000
 1.63744009e+000, 2.22934794e+000
 
Outer Velocity,Inner Velocity
 7.71814883e-001, 8.01596999e-001
 1.19932103e+000, 1.60443604e+000
 1.62768674e+000, 2.20794463e+000
 
Outer Velocity,Inner Velocity
 7.54896402e-001, 8.05775285e-001
 1.19172776e+000, 1.58682323e+000
 1.61805797e+000, 2.18656254e+000
 
Outer Velocity,Inner Velocity
 7.38397002e-001, 8.10046613e-001
 1.18413675e+000, 1.56924057e+000
 1.60855639e+000, 2.16520286e+000
 
Outer Velocity,Inner Velocity
 7.22345889e-001, 8.14409673e-001
 1.17654812e+000, 1.55168879e+000
 1.59918380e+000, 2.14386630e+000
 
Outer Velocity,Inner Velocity
 7.06773221e-001, 8.18862855e-001
 1.16896200e+000, 1.53416991e+000
 1.58995187e+000, 2.12255287e+000
 
Outer Velocity,Inner Velocity
 6.91711545e-001, 8.23404729e-001
 1.16137838e+000, 1.51668441e+000
 1.58084607e+000, 2.10126352e+000
 
Outer Velocity,Inner Velocity
 6.77194774e-001, 8.28033924e-001
 1.15382504e+000, 1.49877250e+000
 1.57442927e+000, 2.07807207e+000
 
Outer Velocity,Inner Velocity
 6.63265407e-001, 8.12968731e-001
 1.14674187e+000, 1.47233152e+000
 1.57527339e+000, 2.04945421e+000
 
Outer Velocity,Inner Velocity
 6.50098145e-001, 7.94617116e-001
 1.13966894e+000, 1.44597495e+000
 1.57611775e+000, 2.02089667e+000
 
Outer Velocity,Inner Velocity
 6.37746334e-001, 7.76757121e-001
 1.13260698e+000, 1.41970658e+000
 1.57696259e+000, 1.99237585e+000
 
Outer Velocity,Inner Velocity
 6.26257896e-001, 7.59423316e-001
 1.12555528e+000, 1.39353192e+000
 1.57780743e+000, 1.96389353e+000
 
Outer Velocity,Inner Velocity
 6.15681350e-001, 7.42652416e-001
 1.11851466e+000, 1.36745632e+000
 1.57865250e+000, 1.93545103e+000
 
Outer Velocity,Inner Velocity
 6.06064141e-001, 7.26483643e-001
 1.11148524e+000, 1.34148526e+000
 1.57949722e+000, 1.90705061e+000
 
Outer Velocity,Inner Velocity
 5.97452879e-001, 7.10957944e-001
 1.10446703e+000, 1.31562519e+000
 1.58034289e+000, 1.87869406e+000
 
Outer Velocity,Inner Velocity
 5.89891613e-001, 6.96118116e-001
 1.09746027e+000, 1.28988278e+000
 1.58118856e+000, 1.85038328e+000
 
Outer Velocity,Inner Velocity
 5.82028210e-001, 6.76837862e-001
 1.08629155e+000, 1.25938928e+000
 1.58346391e+000, 1.81745565e+000
 
Outer Velocity,Inner Velocity
 5.73662221e-001, 6.52981818e-001
 1.07321095e+000, 1.22675574e+000
 1.58595669e+000, 1.78397274e+000
 
Outer Velocity,Inner Velocity
 5.66389918e-001, 6.30716980e-001
 1.06026065e+000, 1.19438732e+000
 1.58847237e+000, 1.75053740e+000
 
Outer Velocity,Inner Velocity
 5.60253978e-001, 6.10217750e-001
 1.04744518e+000, 1.16230595e+000
 1.59101129e+000, 1.71715271e+000
 
Outer Velocity,Inner Velocity
 5.55292010e-001, 5.91667414e-001
 1.03477001e+000, 1.13053668e+000
 1.59357285e+000, 1.68382156e+000
 
Outer Velocity,Inner Velocity
 5.51535666e-001, 5.75254738e-001
 1.02224016e+000, 1.09910583e+000
 1.59615517e+000, 1.65054715e+000
 
Outer Velocity,Inner Velocity
 5.49009800e-001, 5.61167300e-001
 1.00986087e+000, 1.06804383e+000
 1.59876168e+000, 1.61733282e+000
 
Outer Velocity,Inner Velocity
 5.47731221e-001, 5.49583793e-001
 9.97637868e-001, 1.03738344e+000
 1.60139084e+000, 1.58418262e+000
 
Outer Velocity,Inner Velocity
 5.47476649e-001, 5.40806293e-001
 9.83382046e-001, 1.00581241e+000
 1.59716165e+000, 1.54947102e+000
 
Outer Velocity,Inner Velocity
 5.46405673e-001, 5.36096275e-001
 9.64309275e-001, 9.71725464e-001
 1.58613443e+000, 1.51340330e+000
 
Outer Velocity,Inner Velocity
 5.46797037e-001, 5.34119010e-001
 9.45772052e-001, 9.38557386e-001
 1.57528782e+000, 1.47761571e+000
 
Outer Velocity,Inner Velocity
 5.48647404e-001, 5.34904599e-001
 9.27802622e-001, 9.06409204e-001
 1.56462574e+000, 1.44212890e+000
 
Outer Velocity,Inner Velocity
 5.51942289e-001, 5.38441181e-001
 9.10434723e-001, 8.75393093e-001
 1.55415177e+000, 1.40696585e+000
 
Outer Velocity,Inner Velocity
 5.56655943e-001, 5.44674993e-001
 8.93703222e-001, 8.45633805e-001
 1.54386985e+000, 1.37215126e+000
 
Outer Velocity,Inner Velocity
 5.62752664e-001, 5.53515017e-001
 8.77644539e-001, 8.17268610e-001
 1.53379333e+000, 1.33771229e+000
 
Outer Velocity,Inner Velocity
 5.70188105e-001, 5.64838886e-001
 8.62296402e-001, 7.90447593e-001
 1.52390850e+000, 1.30367899e+000
 
Outer Velocity,Inner Velocity
 5.78910828e-001, 5.78500688e-001
 8.47697377e-001, 7.65333116e-001
 1.51225793e+000, 1.27027249e+000
 
Outer Velocity,Inner Velocity
 5.88952661e-001, 5.93715608e-001
 8.31715107e-001, 7.46332288e-001
 1.48629534e+000, 1.23912656e+000
 
Outer Velocity,Inner Velocity
 6.00191712e-001, 6.09824181e-001
