
[Name]
Line 1

[Data]
X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
9.99999978e-003, -3.14714730e-001, 5.00000007e-002, 2.09225464e+000
9.99999978e-003, -3.15915942e-001, 5.00000007e-002, 2.09015441e+000
9.99999978e-003, -3.17117155e-001, 5.00000007e-002, 2.08820558e+000
9.99999978e-003, -3.18318367e-001, 5.00000007e-002, 2.08640909e+000
9.99999978e-003, -3.19519579e-001, 5.00000007e-002, 2.08476496e+000
9.99999978e-003, -3.20720792e-001, 5.00000007e-002, 2.08327293e+000
9.99999978e-003, -3.21922004e-001, 5.00000007e-002, 2.08193517e+000
9.99999978e-003, -3.23123217e-001, 5.00000007e-002, 2.08075047e+000
9.99999978e-003, -3.24324429e-001, 5.00000007e-002, 2.08588576e+000
9.99999978e-003, -3.25525641e-001, 5.00000007e-002, 2.09486032e+000
9.99999978e-003, -3.26726854e-001, 5.00000007e-002, 2.10393119e+000
9.99999978e-003, -3.27928066e-001, 5.00000007e-002, 2.11309648e+000
9.99999978e-003, -3.29129279e-001, 5.00000007e-002, 2.12235689e+000
9.99999978e-003, -3.30330491e-001, 5.00000007e-002, 2.13170958e+000
9.99999978e-003, -3.31531703e-001, 5.00000007e-002, 2.14115310e+000
9.99999978e-003, -3.32732916e-001, 5.00000007e-002, 2.15068793e+000
9.99999978e-003, -3.33934128e-001, 5.00000007e-002, 2.16097093e+000
9.99999978e-003, -3.35135341e-001, 5.00000007e-002, 2.17326140e+000
9.99999978e-003, -3.36336553e-001, 5.00000007e-002, 2.18557000e+000
9.99999978e-003, -3.37537766e-001, 5.00000007e-002, 2.19789553e+000
9.99999978e-003, -3.38738978e-001, 5.00000007e-002, 2.21023822e+000
9.99999978e-003, -3.39940190e-001, 5.00000007e-002, 2.22259808e+000
9.99999978e-003, -3.41141403e-001, 5.00000007e-002, 2.23497391e+000
9.99999978e-003, -3.42342615e-001, 5.00000007e-002, 2.24736595e+000
9.99999978e-003, -3.43543828e-001, 5.00000007e-002, 2.25977421e+000
9.99999978e-003, -3.44745040e-001, 5.00000007e-002, 2.26682544e+000
9.99999978e-003, -3.45946252e-001, 5.00000007e-002, 2.27314663e+000
9.99999978e-003, -3.47147465e-001, 5.00000007e-002, 2.27949095e+000
9.99999978e-003, -3.48348677e-001, 5.00000007e-002, 2.28585815e+000
