
[Name]
Line 1

[Data]
X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
9.99999978e-003, -1.11711562e-001, 3.99999991e-002, 1.33984029e+000
9.99999978e-003, -1.12912759e-001, 3.99999991e-002, 1.32369804e+000
9.99999978e-003, -1.14113957e-001, 3.99999991e-002, 1.30384183e+000
9.99999978e-003, -1.15315154e-001, 3.99999991e-002, 1.28428841e+000
9.99999978e-003, -1.16516352e-001, 3.99999991e-002, 1.26505184e+000
9.99999978e-003, -1.17717549e-001, 3.99999991e-002, 1.24614716e+000
9.99999978e-003, -1.18918747e-001, 3.99999991e-002, 1.22758925e+000
9.99999978e-003, -1.20119944e-001, 3.99999991e-002, 1.20939422e+000
9.99999978e-003, -1.21321142e-001, 3.99999991e-002, 1.19157863e+000
9.99999978e-003, -1.22522339e-001, 3.99999991e-002, 1.17628443e+000
9.99999978e-003, -1.23723537e-001, 3.99999991e-002, 1.16579807e+000
9.99999978e-003, -1.24924734e-001, 3.99999991e-002, 1.15542471e+000
9.99999978e-003, -1.26125932e-001, 3.99999991e-002, 1.14516723e+000
9.99999978e-003, -1.27327129e-001, 3.99999991e-002, 1.13502896e+000
9.99999978e-003, -1.28528327e-001, 3.99999991e-002, 1.12501287e+000
9.99999978e-003, -1.29729524e-001, 3.99999991e-002, 1.11512244e+000
9.99999978e-003, -1.30930722e-001, 3.99999991e-002, 1.10536110e+000
9.99999978e-003, -1.32131919e-001, 3.99999991e-002, 1.09573197e+000
9.99999978e-003, -1.33333117e-001, 3.99999991e-002, 1.10346031e+000
9.99999978e-003, -1.34534314e-001, 3.99999991e-002, 1.11280286e+000
9.99999978e-003, -1.35735512e-001, 3.99999991e-002, 1.12262273e+000
9.99999978e-003, -1.36936709e-001, 3.99999991e-002, 1.13290787e+000
9.99999978e-003, -1.38137907e-001, 3.99999991e-002, 1.14364541e+000
9.99999978e-003, -1.39339104e-001, 3.99999991e-002, 1.15482271e+000
9.99999978e-003, -1.40540302e-001, 3.99999991e-002, 1.16642737e+000
9.99999978e-003, -1.41741499e-001, 3.99999991e-002, 1.17844665e+000
9.99999978e-003, -1.42942697e-001, 3.99999991e-002, 1.20236731e+000
9.99999978e-003, -1.44143894e-001, 3.99999991e-002, 1.23638749e+000
9.99999978e-003, -1.45345092e-001, 3.99999991e-002, 1.27159417e+000
9.99999978e-003, -1.46546289e-001, 3.99999991e-002, 1.30789149e+000
9.99999978e-003, -1.47747487e-001, 3.99999991e-002, 1.34519136e+000
9.99999978e-003, -1.48948684e-001, 3.99999991e-002, 1.38341248e+000
9.99999978e-003, -1.50149882e-001, 3.99999991e-002, 1.42248082e+000
9.99999978e-003, -1.51351079e-001, 3.99999991e-002, 1.46232820e+000
9.99999978e-003, -1.52552277e-001, 3.99999991e-002, 1.49968338e+000
9.99999978e-003, -1.53753474e-001, 3.99999991e-002, 1.52327156e+000
9.99999978e-003, -1.54954672e-001, 3.99999991e-002, 1.54712749e+000
9.99999978e-003, -1.56155869e-001, 3.99999991e-002, 1.57123888e+000
9.99999978e-003, -1.57357067e-001, 3.99999991e-002, 1.59559453e+000
9.99999978e-003, -1.58558264e-001, 3.99999991e-002, 1.62018335e+000
9.99999978e-003, -1.59759462e-001, 3.99999991e-002, 1.64499462e+000
9.99999978e-003, -1.60960659e-001, 3.99999991e-002, 1.67001855e+000
9.99999978e-003, -1.62161857e-001, 3.99999991e-002, 1.69524622e+000
9.99999978e-003, -1.63363054e-001, 3.99999991e-002, 1.69502056e+000
9.99999978e-003, -1.64564252e-001, 3.99999991e-002, 1.68867087e+000
9.99999978e-003, -1.65765449e-001, 3.99999991e-002, 1.68233693e+000
9.99999978e-003, -1.66966647e-001, 3.99999991e-002, 1.67601800e+000
9.99999978e-003, -1.68167844e-001, 3.99999991e-002, 1.66971445e+000
9.99999978e-003, -1.69369042e-001, 3.99999991e-002, 1.66342700e+000
9.99999978e-003, -1.70570239e-001, 3.99999991e-002, 1.65715516e+000
9.99999978e-003, -1.71771437e-001, 3.99999991e-002, 1.65089941e+000
9.99999978e-003, -1.72972634e-001, 3.99999991e-002, 1.63974917e+000
9.99999978e-003, -1.74173832e-001, 3.99999991e-002, 1.62207842e+000
9.99999978e-003, -1.75375029e-001, 3.99999991e-002, 1.60443604e+000
9.99999978e-003, -1.76576227e-001, 3.99999991e-002, 1.58682323e+000
9.99999978e-003, -1.77777424e-001, 3.99999991e-002, 1.56924057e+000
9.99999978e-003, -1.78978622e-001, 3.99999991e-002, 1.55168879e+000
9.99999978e-003, -1.80179819e-001, 3.99999991e-002, 1.53416991e+000
9.99999978e-003, -1.81381017e-001, 3.99999991e-002, 1.51668441e+000
9.99999978e-003, -1.82582214e-001, 3.99999991e-002, 1.49877250e+000
9.99999978e-003, -1.83783412e-001, 3.99999991e-002, 1.47233152e+000
9.99999978e-003, -1.84984609e-001, 3.99999991e-002, 1.44597495e+000
9.99999978e-003, -1.86185807e-001, 3.99999991e-002, 1.41970658e+000
9.99999978e-003, -1.87387004e-001, 3.99999991e-002, 1.39353192e+000
9.99999978e-003, -1.88588202e-001, 3.99999991e-002, 1.36745632e+000
9.99999978e-003, -1.89789400e-001, 3.99999991e-002, 1.34148526e+000
9.99999978e-003, -1.90990597e-001, 3.99999991e-002, 1.31562519e+000
9.99999978e-003, -1.92191795e-001, 3.99999991e-002, 1.28988278e+000
9.99999978e-003, -1.93392992e-001, 3.99999991e-002, 1.25938928e+000
9.99999978e-003, -1.94594190e-001, 3.99999991e-002, 1.22675574e+000
9.99999978e-003, -1.95795387e-001, 3.99999991e-002, 1.19438732e+000
9.99999978e-003, -1.96996585e-001, 3.99999991e-002, 1.16230595e+000
9.99999978e-003, -1.98197782e-001, 3.99999991e-002, 1.13053668e+000
9.99999978e-003, -1.99398980e-001, 3.99999991e-002, 1.09910583e+000
9.99999978e-003, -2.00600177e-001, 3.99999991e-002, 1.06804383e+000
9.99999978e-003, -2.01801375e-001, 3.99999991e-002, 1.03738344e+000
9.99999978e-003, -2.03002572e-001, 3.99999991e-002, 1.00581241e+000
9.99999978e-003, -2.04203770e-001, 3.99999991e-002, 9.71725464e-001
9.99999978e-003, -2.05404967e-001, 3.99999991e-002, 9.38557386e-001
9.99999978e-003, -2.06606165e-001, 3.99999991e-002, 9.06409204e-001
9.99999978e-003, -2.07807362e-001, 3.99999991e-002, 8.75393093e-001
9.99999978e-003, -2.09008560e-001, 3.99999991e-002, 8.45633805e-001
9.99999978e-003, -2.10209757e-001, 3.99999991e-002, 8.17268610e-001
9.99999978e-003, -2.11410955e-001, 3.99999991e-002, 7.90447593e-001
9.99999978e-003, -2.12612152e-001, 3.99999991e-002, 7.65333116e-001
9.99999978e-003, -2.13813350e-001, 3.99999991e-002, 7.46332288e-001
9.99999978e-003, -2.15014547e-001, 3.99999991e-002, 7.30301380e-001
9.99999978e-003, -2.16215745e-001, 3.99999991e-002, 7.17079818e-001
9.99999978e-003, -2.17416942e-001, 3.99999991e-002, 7.06825674e-001
9.99999978e-003, -2.18618140e-001, 3.99999991e-002, 6.99669182e-001
9.99999978e-003, -2.19819337e-001, 3.99999991e-002, 6.95706010e-001
9.99999978e-003, -2.21020535e-001, 3.99999991e-002, 6.94990635e-001
9.99999978e-003, -2.22221732e-001, 3.99999991e-002, 6.97533309e-001
9.99999978e-003, -2.23422930e-001, 3.99999991e-002, 7.05546021e-001
9.99999978e-003, -2.24624127e-001, 3.99999991e-002, 7.17190862e-001
9.99999978e-003, -2.25825325e-001, 3.99999991e-002, 7.30083644e-001
9.99999978e-003, -2.27026522e-001, 3.99999991e-002, 7.44159460e-001
9.99999978e-003, -2.28227720e-001, 3.99999991e-002, 7.59352565e-001
9.99999978e-003, -2.29428917e-001, 3.99999991e-002, 7.75597215e-001
9.99999978e-003, -2.30630115e-001, 3.99999991e-002, 7.92828739e-001
9.99999978e-003, -2.31831312e-001, 3.99999991e-002, 8.10984492e-001
9.99999978e-003, -2.33032510e-001, 3.99999991e-002, 8.27759743e-001
9.99999978e-003, -2.34233707e-001, 3.99999991e-002, 8.33602846e-001
9.99999978e-003, -2.35434905e-001, 3.99999991e-002, 8.39464545e-001
9.99999978e-003, -2.36636102e-001, 3.99999991e-002, 8.45344424e-001
9.99999978e-003, -2.37837300e-001, 3.99999991e-002, 8.51242065e-001
9.99999978e-003, -2.39038497e-001, 3.99999991e-002, 8.57157230e-001
9.99999978e-003, -2.40239695e-001, 3.99999991e-002, 8.63089442e-001
9.99999978e-003, -2.41440892e-001, 3.99999991e-002, 8.69038522e-001
9.99999978e-003, -2.42642090e-001, 3.99999991e-002, 8.75003934e-001
9.99999978e-003, -2.43843287e-001, 3.99999991e-002, 8.70930970e-001
9.99999978e-003, -2.45044485e-001, 3.99999991e-002, 8.65091443e-001
9.99999978e-003, -2.46245682e-001, 3.99999991e-002, 8.60314846e-001
9.99999978e-003, -2.47446880e-001, 3.99999991e-002, 8.56618941e-001
9.99999978e-003, -2.48648077e-001, 3.99999991e-002, 8.54018271e-001
9.99999978e-003, -2.49849275e-001, 3.99999991e-002, 8.52522373e-001
9.99999978e-003, -2.51050472e-001, 3.99999991e-002, 8.52137148e-001
9.99999978e-003, -2.52251685e-001, 3.99999991e-002, 8.52864325e-001
9.99999978e-003, -2.53452897e-001, 3.99999991e-002, 8.55101883e-001
9.99999978e-003, -2.54654109e-001, 3.99999991e-002, 8.61423135e-001
9.99999978e-003, -2.55855322e-001, 3.99999991e-002, 8.72167170e-001
9.99999978e-003, -2.57056534e-001, 3.99999991e-002, 8.87173295e-001
9.99999978e-003, -2.58257747e-001, 3.99999991e-002, 9.06229854e-001
9.99999978e-003, -2.59458959e-001, 3.99999991e-002, 9.29087579e-001
9.99999978e-003, -2.60660172e-001, 3.99999991e-002, 9.55473781e-001
9.99999978e-003, -2.61861384e-001, 3.99999991e-002, 9.85104799e-001
9.99999978e-003, -2.63062596e-001, 3.99999991e-002, 1.01809847e+000
9.99999978e-003, -2.64263809e-001, 3.99999991e-002, 1.06699181e+000
9.99999978e-003, -2.65465021e-001, 3.99999991e-002, 1.12060225e+000
9.99999978e-003, -2.66666234e-001, 3.99999991e-002, 1.17828596e+000
9.99999978e-003, -2.67867446e-001, 3.99999991e-002, 1.23947477e+000
9.99999978e-003, -2.69068658e-001, 3.99999991e-002, 1.30367482e+000
9.99999978e-003, -2.70269871e-001, 3.99999991e-002, 1.37046325e+000
9.99999978e-003, -2.71471083e-001, 3.99999991e-002, 1.43947959e+000
9.99999978e-003, -2.72672296e-001, 3.99999991e-002, 1.51041889e+000
9.99999978e-003, -2.73873508e-001, 3.99999991e-002, 1.56863964e+000
9.99999978e-003, -2.75074720e-001, 3.99999991e-002, 1.62031126e+000
9.99999978e-003, -2.76275933e-001, 3.99999991e-002, 1.67272508e+000
9.99999978e-003, -2.77477145e-001, 3.99999991e-002, 1.72581339e+000
9.99999978e-003, -2.78678358e-001, 3.99999991e-002, 1.77951562e+000
9.99999978e-003, -2.79879570e-001, 3.99999991e-002, 1.83377850e+000
9.99999978e-003, -2.81080782e-001, 3.99999991e-002, 1.88855290e+000
9.99999978e-003, -2.82281995e-001, 3.99999991e-002, 1.94379616e+000
9.99999978e-003, -2.83483207e-001, 3.99999991e-002, 1.98653460e+000
9.99999978e-003, -2.84684420e-001, 3.99999991e-002, 1.99612176e+000
9.99999978e-003, -2.85885632e-001, 3.99999991e-002, 2.00570965e+000
9.99999978e-003, -2.87086844e-001, 3.99999991e-002, 2.01529884e+000
9.99999978e-003, -2.88288057e-001, 3.99999991e-002, 2.02488828e+000
9.99999978e-003, -2.89489269e-001, 3.99999991e-002, 2.03447914e+000
9.99999978e-003, -2.90690482e-001, 3.99999991e-002, 2.04407001e+000
9.99999978e-003, -2.91891694e-001, 3.99999991e-002, 2.05366206e+000
9.99999978e-003, -2.93092906e-001, 3.99999991e-002, 2.06325459e+000
9.99999978e-003, -2.94294119e-001, 3.99999991e-002, 2.05105996e+000
9.99999978e-003, -2.95495331e-001, 3.99999991e-002, 2.03656054e+000
9.99999978e-003, -2.96696544e-001, 3.99999991e-002, 2.02211881e+000
9.99999978e-003, -2.97897756e-001, 3.99999991e-002, 2.00773573e+000
9.99999978e-003, -2.99098969e-001, 3.99999991e-002, 1.99341333e+000
9.99999978e-003, -3.00300181e-001, 3.99999991e-002, 1.97915232e+000
9.99999978e-003, -3.01501393e-001, 3.99999991e-002, 1.96495426e+000
9.99999978e-003, -3.02702606e-001, 3.99999991e-002, 1.95082033e+000
9.99999978e-003, -3.03903818e-001, 3.99999991e-002, 1.93630183e+000
9.99999978e-003, -3.05105031e-001, 3.99999991e-002, 1.92143989e+000
9.99999978e-003, -3.06306243e-001, 3.99999991e-002, 1.90665460e+000
9.99999978e-003, -3.07507455e-001, 3.99999991e-002, 1.89194787e+000
9.99999978e-003, -3.08708668e-001, 3.99999991e-002, 1.87732172e+000
9.99999978e-003, -3.09909880e-001, 3.99999991e-002, 1.86277795e+000
9.99999978e-003, -3.11111093e-001, 3.99999991e-002, 1.84831858e+000
9.99999978e-003, -3.12312305e-001, 3.99999991e-002, 1.83394551e+000
9.99999978e-003, -3.13513517e-001, 3.99999991e-002, 1.82194042e+000
9.99999978e-003, -3.14714730e-001, 3.99999991e-002, 1.82311666e+000
9.99999978e-003, -3.15915942e-001, 3.99999991e-002, 1.82436001e+000
9.99999978e-003, -3.17117155e-001, 3.99999991e-002, 1.82567072e+000
9.99999978e-003, -3.18318367e-001, 3.99999991e-002, 1.82704866e+000
9.99999978e-003, -3.19519579e-001, 3.99999991e-002, 1.82849312e+000
9.99999978e-003, -3.20720792e-001, 3.99999991e-002, 1.83000457e+000
9.99999978e-003, -3.21922004e-001, 3.99999991e-002, 1.83158231e+000
9.99999978e-003, -3.23123217e-001, 3.99999991e-002, 1.83322668e+000
9.99999978e-003, -3.24324429e-001, 3.99999991e-002, 1.84640384e+000
9.99999978e-003, -3.25525641e-001, 3.99999991e-002, 1.86309230e+000
9.99999978e-003, -3.26726854e-001, 3.99999991e-002, 1.87988031e+000
9.99999978e-003, -3.27928066e-001, 3.99999991e-002, 1.89676595e+000
9.99999978e-003, -3.29129279e-001, 3.99999991e-002, 1.91374636e+000
9.99999978e-003, -3.30330491e-001, 3.99999991e-002, 1.93081915e+000
9.99999978e-003, -3.31531703e-001, 3.99999991e-002, 1.94798160e+000
9.99999978e-003, -3.32732916e-001, 3.99999991e-002, 1.96523166e+000
9.99999978e-003, -3.33934128e-001, 3.99999991e-002, 1.98410940e+000
9.99999978e-003, -3.35135341e-001, 3.99999991e-002, 2.00541210e+000
9.99999978e-003, -3.36336553e-001, 3.99999991e-002, 2.02672458e+000
9.99999978e-003, -3.37537766e-001, 3.99999991e-002, 2.04804659e+000
9.99999978e-003, -3.38738978e-001, 3.99999991e-002, 2.06937790e+000
9.99999978e-003, -3.39940190e-001, 3.99999991e-002, 2.09071851e+000
9.99999978e-003, -3.41141403e-001, 3.99999991e-002, 2.11206746e+000
9.99999978e-003, -3.42342615e-001, 3.99999991e-002, 2.13342500e+000
9.99999978e-003, -3.43543828e-001, 3.99999991e-002, 2.15467119e+000
9.99999978e-003, -3.44745040e-001, 3.99999991e-002, 2.16921043e+000
9.99999978e-003, -3.45946252e-001, 3.99999991e-002, 2.18379259e+000
9.99999978e-003, -3.47147465e-001, 3.99999991e-002, 2.19841743e+000
9.99999978e-003, -3.48348677e-001, 3.99999991e-002, 2.21308327e+000
9.99999978e-003, -3.49549890e-001, 3.99999991e-002, 2.22779012e+000
9.99999978e-003, -3.50751102e-001, 3.99999991e-002, 2.24253631e+000
9.99999978e-003, -3.51952314e-001, 3.99999991e-002, 2.25732160e+000
9.99999978e-003, -3.53153527e-001, 3.99999991e-002, 2.27214527e+000
9.99999978e-003, -3.54354739e-001, 3.99999991e-002, 2.28165960e+000
9.99999978e-003, -3.55555952e-001, 3.99999991e-002, 2.28820777e+000
9.99999978e-003, -3.56757164e-001, 3.99999991e-002, 2.29480004e+000
9.99999978e-003, -3.57958376e-001, 3.99999991e-002, 2.30143595e+000
9.99999978e-003, -3.59159589e-001, 3.99999991e-002, 2.30811596e+000
9.99999978e-003, -3.60360801e-001, 3.99999991e-002, 2.31483912e+000
9.99999978e-003, -3.61562014e-001, 3.99999991e-002, 2.32160497e+000
9.99999978e-003, -3.62763226e-001, 3.99999991e-002, 2.32841325e+000
9.99999978e-003, -3.63964438e-001, 3.99999991e-002, 2.33461142e+000
9.99999978e-003, -3.65165651e-001, 3.99999991e-002, 2.33900619e+000
9.99999978e-003, -3.66366863e-001, 3.99999991e-002, 2.34341216e+000
9.99999978e-003, -3.67568076e-001, 3.99999991e-002, 2.34783053e+000
9.99999978e-003, -3.68769288e-001, 3.99999991e-002, 2.35226059e+000
9.99999978e-003, -3.69970500e-001, 3.99999991e-002, 2.35670233e+000
9.99999978e-003, -3.71171713e-001, 3.99999991e-002, 2.36115575e+000
9.99999978e-003, -3.72372925e-001, 3.99999991e-002, 2.36562061e+000
9.99999978e-003, -3.73574138e-001, 3.99999991e-002, 2.37009716e+000
9.99999978e-003, -3.74775350e-001, 3.99999991e-002, 2.37153816e+000
9.99999978e-003, -3.75976563e-001, 3.99999991e-002, 2.37259459e+000
9.99999978e-003, -3.77177775e-001, 3.99999991e-002, 2.37366128e+000
9.99999978e-003, -3.78378987e-001, 3.99999991e-002, 2.37473845e+000
9.99999978e-003, -3.79580200e-001, 3.99999991e-002, 2.37582588e+000
9.99999978e-003, -3.80781412e-001, 3.99999991e-002, 2.37692308e+000
9.99999978e-003, -3.81982625e-001, 3.99999991e-002, 2.37803054e+000
9.99999978e-003, -3.83183837e-001, 3.99999991e-002, 2.37914801e+000
9.99999978e-003, -3.84385049e-001, 3.99999991e-002, 2.37753367e+000
9.99999978e-003, -3.85586262e-001, 3.99999991e-002, 2.37326884e+000
9.99999978e-003, -3.86787474e-001, 3.99999991e-002, 2.36901045e+000
9.99999978e-003, -3.87988687e-001, 3.99999991e-002, 2.36475754e+000
9.99999978e-003, -3.89189899e-001, 3.99999991e-002, 2.36051106e+000
9.99999978e-003, -3.90391111e-001, 3.99999991e-002, 2.35627103e+000
9.99999978e-003, -3.91592324e-001, 3.99999991e-002, 2.35203695e+000
9.99999978e-003, -3.92793536e-001, 3.99999991e-002, 2.34780908e+000
9.99999978e-003, -3.93994749e-001, 3.99999991e-002, 2.34333944e+000
9.99999978e-003, -3.95195961e-001, 3.99999991e-002, 2.33721876e+000
9.99999978e-003, -3.96397173e-001, 3.99999991e-002, 2.33111596e+000
9.99999978e-003, -3.97598386e-001, 3.99999991e-002, 2.32503080e+000
9.99999978e-003, -3.98799598e-001, 3.99999991e-002, 2.31896377e+000
9.99999978e-003, -4.00000811e-001, 3.99999991e-002, 2.31291533e+000
9.99999978e-003, -4.01202023e-001, 3.99999991e-002, 2.30688500e+000
9.99999978e-003, -4.02403235e-001, 3.99999991e-002, 2.30087280e+000
9.99999978e-003, -4.03604448e-001, 3.99999991e-002, 2.29487991e+000
9.99999978e-003, -4.04805660e-001, 3.99999991e-002, 2.28492236e+000
9.99999978e-003, -4.06006873e-001, 3.99999991e-002, 2.27368140e+000
9.99999978e-003, -4.07208085e-001, 3.99999991e-002, 2.26246476e+000
9.99999978e-003, -4.08409297e-001, 3.99999991e-002, 2.25127292e+000
9.99999978e-003, -4.09610510e-001, 3.99999991e-002, 2.24010539e+000
9.99999978e-003, -4.10811722e-001, 3.99999991e-002, 2.22896361e+000
9.99999978e-003, -4.12012935e-001, 3.99999991e-002, 2.21784759e+000
9.99999978e-003, -4.13214147e-001, 3.99999991e-002, 2.20675731e+000
9.99999978e-003, -4.14415359e-001, 3.99999991e-002, 2.19276977e+000
9.99999978e-003, -4.15616572e-001, 3.99999991e-002, 2.17394233e+000
9.99999978e-003, -4.16817784e-001, 3.99999991e-002, 2.15512848e+000
9.99999978e-003, -4.18018997e-001, 3.99999991e-002, 2.13632870e+000
9.99999978e-003, -4.19220209e-001, 3.99999991e-002, 2.11754298e+000
9.99999978e-003, -4.20421422e-001, 3.99999991e-002, 2.09877205e+000
9.99999978e-003, -4.21622634e-001, 3.99999991e-002, 2.08001637e+000
9.99999978e-003, -4.22823846e-001, 3.99999991e-002, 2.06127596e+000
9.99999978e-003, -4.24025059e-001, 3.99999991e-002, 2.04254198e+000
9.99999978e-003, -4.25226271e-001, 3.99999991e-002, 2.01768708e+000
9.99999978e-003, -4.26427484e-001, 3.99999991e-002, 1.99328029e+000
